object_id,class,split,object_path
bed_0521,bed,test,bed/test/bed_0521.off
bed_0522,bed,test,bed/test/bed_0522.off
bed_0523,bed,test,bed/test/bed_0523.off
bed_0524,bed,test,bed/test/bed_0524.off
bed_0525,bed,test,bed/test/bed_0525.off
bed_0526,bed,test,bed/test/bed_0526.off
bed_0527,bed,test,bed/test/bed_0527.off
bed_0528,bed,test,bed/test/bed_0528.off
bed_0529,bed,test,bed/test/bed_0529.off
bed_0530,bed,test,bed/test/bed_0530.off
bed_0531,bed,test,bed/test/bed_0531.off
bed_0532,bed,test,bed/test/bed_0532.off
bed_0533,bed,test,bed/test/bed_0533.off
bed_0534,bed,test,bed/test/bed_0534.off
bed_0535,bed,test,bed/test/bed_0535.off
bed_0536,bed,test,bed/test/bed_0536.off
bed_0537,bed,test,bed/test/bed_0537.off
bed_0538,bed,test,bed/test/bed_0538.off
bed_0539,bed,test,bed/test/bed_0539.off
bed_0540,bed,test,bed/test/bed_0540.off
bed_0541,bed,test,bed/test/bed_0541.off
bed_0542,bed,test,bed/test/bed_0542.off
bed_0543,bed,test,bed/test/bed_0543.off
bed_0544,bed,test,bed/test/bed_0544.off
bed_0545,bed,test,bed/test/bed_0545.off
bed_0546,bed,test,bed/test/bed_0546.off
bed_0547,bed,test,bed/test/bed_0547.off
bed_0548,bed,test,bed/test/bed_0548.off
bed_0549,bed,test,bed/test/bed_0549.off
bed_0550,bed,test,bed/test/bed_0550.off
bed_0551,bed,test,bed/test/bed_0551.off
bed_0552,bed,test,bed/test/bed_0552.off
bed_0553,bed,test,bed/test/bed_0553.off
bed_0554,bed,test,bed/test/bed_0554.off
bed_0555,bed,test,bed/test/bed_0555.off
bed_0556,bed,test,bed/test/bed_0556.off
bed_0557,bed,test,bed/test/bed_0557.off
bed_0558,bed,test,bed/test/bed_0558.off
bed_0559,bed,test,bed/test/bed_0559.off
bed_0560,bed,test,bed/test/bed_0560.off
bed_0561,bed,test,bed/test/bed_0561.off
bed_0562,bed,test,bed/test/bed_0562.off
bed_0563,bed,test,bed/test/bed_0563.off
bed_0564,bed,test,bed/test/bed_0564.off
bed_0565,bed,test,bed/test/bed_0565.off
bed_0566,bed,test,bed/test/bed_0566.off
bed_0567,bed,test,bed/test/bed_0567.off
bed_0568,bed,test,bed/test/bed_0568.off
bed_0569,bed,test,bed/test/bed_0569.off
bed_0570,bed,test,bed/test/bed_0570.off
bed_0571,bed,test,bed/test/bed_0571.off
bed_0572,bed,test,bed/test/bed_0572.off
bed_0573,bed,test,bed/test/bed_0573.off
bed_0574,bed,test,bed/test/bed_0574.off
bed_0575,bed,test,bed/test/bed_0575.off
bed_0576,bed,test,bed/test/bed_0576.off
bed_0577,bed,test,bed/test/bed_0577.off
bed_0578,bed,test,bed/test/bed_0578.off
bed_0579,bed,test,bed/test/bed_0579.off
bed_0580,bed,test,bed/test/bed_0580.off
bed_0581,bed,test,bed/test/bed_0581.off
bed_0582,bed,test,bed/test/bed_0582.off
bed_0583,bed,test,bed/test/bed_0583.off
bed_0584,bed,test,bed/test/bed_0584.off
bed_0585,bed,test,bed/test/bed_0585.off
bed_0586,bed,test,bed/test/bed_0586.off
bed_0587,bed,test,bed/test/bed_0587.off
bed_0588,bed,test,bed/test/bed_0588.off
bed_0589,bed,test,bed/test/bed_0589.off
bed_0590,bed,test,bed/test/bed_0590.off
bed_0591,bed,test,bed/test/bed_0591.off
bed_0592,bed,test,bed/test/bed_0592.off
bed_0593,bed,test,bed/test/bed_0593.off
bed_0594,bed,test,bed/test/bed_0594.off
bed_0595,bed,test,bed/test/bed_0595.off
bed_0596,bed,test,bed/test/bed_0596.off
bed_0597,bed,test,bed/test/bed_0597.off
bed_0598,bed,test,bed/test/bed_0598.off
bed_0599,bed,test,bed/test/bed_0599.off
bed_0600,bed,test,bed/test/bed_0600.off
bed_0601,bed,test,bed/test/bed_0601.off
bed_0602,bed,test,bed/test/bed_0602.off
bed_0603,bed,test,bed/test/bed_0603.off
bed_0604,bed,test,bed/test/bed_0604.off
bed_0605,bed,test,bed/test/bed_0605.off
bed_0606,bed,test,bed/test/bed_0606.off
bed_0607,bed,test,bed/test/bed_0607.off
bed_0608,bed,test,bed/test/bed_0608.off
bed_0609,bed,test,bed/test/bed_0609.off
bed_0610,bed,test,bed/test/bed_0610.off
bed_0611,bed,test,bed/test/bed_0611.off
bed_0612,bed,test,bed/test/bed_0612.off
bed_0613,bed,test,bed/test/bed_0613.off
bed_0614,bed,test,bed/test/bed_0614.off
bed_0615,bed,test,bed/test/bed_0615.off
bed_0001,bed,train,bed/train/bed_0001.off
bed_0002,bed,train,bed/train/bed_0002.off
bed_0003,bed,train,bed/train/bed_0003.off
bed_0004,bed,train,bed/train/bed_0004.off
bed_0005,bed,train,bed/train/bed_0005.off
bed_0006,bed,train,bed/train/bed_0006.off
bed_0007,bed,train,bed/train/bed_0007.off
bed_0008,bed,train,bed/train/bed_0008.off
bed_0009,bed,train,bed/train/bed_0009.off
bed_0010,bed,train,bed/train/bed_0010.off
bed_0011,bed,train,bed/train/bed_0011.off
bed_0012,bed,train,bed/train/bed_0012.off
bed_0013,bed,train,bed/train/bed_0013.off
bed_0014,bed,train,bed/train/bed_0014.off
bed_0015,bed,train,bed/train/bed_0015.off
bed_0016,bed,train,bed/train/bed_0016.off
bed_0017,bed,train,bed/train/bed_0017.off
bed_0018,bed,train,bed/train/bed_0018.off
bed_0019,bed,train,bed/train/bed_0019.off
bed_0020,bed,train,bed/train/bed_0020.off
bed_0021,bed,train,bed/train/bed_0021.off
bed_0022,bed,train,bed/train/bed_0022.off
bed_0023,bed,train,bed/train/bed_0023.off
bed_0024,bed,train,bed/train/bed_0024.off
bed_0025,bed,train,bed/train/bed_0025.off
bed_0026,bed,train,bed/train/bed_0026.off
bed_0027,bed,train,bed/train/bed_0027.off
bed_0028,bed,train,bed/train/bed_0028.off
bed_0029,bed,train,bed/train/bed_0029.off
bed_0030,bed,train,bed/train/bed_0030.off
bed_0031,bed,train,bed/train/bed_0031.off
bed_0032,bed,train,bed/train/bed_0032.off
bed_0033,bed,train,bed/train/bed_0033.off
bed_0034,bed,train,bed/train/bed_0034.off
bed_0035,bed,train,bed/train/bed_0035.off
bed_0036,bed,train,bed/train/bed_0036.off
bed_0037,bed,train,bed/train/bed_0037.off
bed_0038,bed,train,bed/train/bed_0038.off
bed_0039,bed,train,bed/train/bed_0039.off
bed_0040,bed,train,bed/train/bed_0040.off
bed_0041,bed,train,bed/train/bed_0041.off
bed_0042,bed,train,bed/train/bed_0042.off
bed_0043,bed,train,bed/train/bed_0043.off
bed_0044,bed,train,bed/train/bed_0044.off
bed_0045,bed,train,bed/train/bed_0045.off
bed_0046,bed,train,bed/train/bed_0046.off
bed_0047,bed,train,bed/train/bed_0047.off
bed_0048,bed,train,bed/train/bed_0048.off
bed_0049,bed,train,bed/train/bed_0049.off
bed_0050,bed,train,bed/train/bed_0050.off
bed_0051,bed,train,bed/train/bed_0051.off
bed_0052,bed,train,bed/train/bed_0052.off
bed_0053,bed,train,bed/train/bed_0053.off
bed_0054,bed,train,bed/train/bed_0054.off
bed_0055,bed,train,bed/train/bed_0055.off
bed_0056,bed,train,bed/train/bed_0056.off
bed_0057,bed,train,bed/train/bed_0057.off
bed_0058,bed,train,bed/train/bed_0058.off
bed_0059,bed,train,bed/train/bed_0059.off
bed_0060,bed,train,bed/train/bed_0060.off
bed_0061,bed,train,bed/train/bed_0061.off
bed_0062,bed,train,bed/train/bed_0062.off
bed_0063,bed,train,bed/train/bed_0063.off
bed_0064,bed,train,bed/train/bed_0064.off
bed_0065,bed,train,bed/train/bed_0065.off
bed_0066,bed,train,bed/train/bed_0066.off
bed_0067,bed,train,bed/train/bed_0067.off
bed_0068,bed,train,bed/train/bed_0068.off
bed_0069,bed,train,bed/train/bed_0069.off
bed_0070,bed,train,bed/train/bed_0070.off
bed_0071,bed,train,bed/train/bed_0071.off
bed_0072,bed,train,bed/train/bed_0072.off
bed_0073,bed,train,bed/train/bed_0073.off
bed_0074,bed,train,bed/train/bed_0074.off
bed_0075,bed,train,bed/train/bed_0075.off
bed_0076,bed,train,bed/train/bed_0076.off
bed_0077,bed,train,bed/train/bed_0077.off
bed_0078,bed,train,bed/train/bed_0078.off
bed_0079,bed,train,bed/train/bed_0079.off
bed_0080,bed,train,bed/train/bed_0080.off
bed_0081,bed,train,bed/train/bed_0081.off
bed_0082,bed,train,bed/train/bed_0082.off
bed_0083,bed,train,bed/train/bed_0083.off
bed_0084,bed,train,bed/train/bed_0084.off
bed_0085,bed,train,bed/train/bed_0085.off
bed_0086,bed,train,bed/train/bed_0086.off
bed_0087,bed,train,bed/train/bed_0087.off
bed_0088,bed,train,bed/train/bed_0088.off
bed_0089,bed,train,bed/train/bed_0089.off
bed_0090,bed,train,bed/train/bed_0090.off
bed_0091,bed,train,bed/train/bed_0091.off
bed_0092,bed,train,bed/train/bed_0092.off
bed_0093,bed,train,bed/train/bed_0093.off
bed_0094,bed,train,bed/train/bed_0094.off
bed_0095,bed,train,bed/train/bed_0095.off
bed_0096,bed,train,bed/train/bed_0096.off
bed_0097,bed,train,bed/train/bed_0097.off
bed_0098,bed,train,bed/train/bed_0098.off
bed_0099,bed,train,bed/train/bed_0099.off
bed_0100,bed,train,bed/train/bed_0100.off
bed_0101,bed,train,bed/train/bed_0101.off
bed_0102,bed,train,bed/train/bed_0102.off
bed_0103,bed,train,bed/train/bed_0103.off
bed_0104,bed,train,bed/train/bed_0104.off
bed_0105,bed,train,bed/train/bed_0105.off
bed_0106,bed,train,bed/train/bed_0106.off
bed_0107,bed,train,bed/train/bed_0107.off
bed_0108,bed,train,bed/train/bed_0108.off
bed_0109,bed,train,bed/train/bed_0109.off
bed_0110,bed,train,bed/train/bed_0110.off
bed_0111,bed,train,bed/train/bed_0111.off
bed_0112,bed,train,bed/train/bed_0112.off
bed_0113,bed,train,bed/train/bed_0113.off
bed_0114,bed,train,bed/train/bed_0114.off
bed_0115,bed,train,bed/train/bed_0115.off
bed_0116,bed,train,bed/train/bed_0116.off
bed_0117,bed,train,bed/train/bed_0117.off
bed_0118,bed,train,bed/train/bed_0118.off
bed_0119,bed,train,bed/train/bed_0119.off
bed_0120,bed,train,bed/train/bed_0120.off
bed_0121,bed,train,bed/train/bed_0121.off
bed_0122,bed,train,bed/train/bed_0122.off
bed_0123,bed,train,bed/train/bed_0123.off
bed_0124,bed,train,bed/train/bed_0124.off
bed_0125,bed,train,bed/train/bed_0125.off
bed_0126,bed,train,bed/train/bed_0126.off
bed_0127,bed,train,bed/train/bed_0127.off
bed_0128,bed,train,bed/train/bed_0128.off
bed_0129,bed,train,bed/train/bed_0129.off
bed_0130,bed,train,bed/train/bed_0130.off
bed_0131,bed,train,bed/train/bed_0131.off
bed_0132,bed,train,bed/train/bed_0132.off
bed_0133,bed,train,bed/train/bed_0133.off
bed_0134,bed,train,bed/train/bed_0134.off
bed_0135,bed,train,bed/train/bed_0135.off
bed_0136,bed,train,bed/train/bed_0136.off
bed_0137,bed,train,bed/train/bed_0137.off
bed_0138,bed,train,bed/train/bed_0138.off
bed_0139,bed,train,bed/train/bed_0139.off
bed_0140,bed,train,bed/train/bed_0140.off
bed_0141,bed,train,bed/train/bed_0141.off
bed_0142,bed,train,bed/train/bed_0142.off
bed_0143,bed,train,bed/train/bed_0143.off
bed_0144,bed,train,bed/train/bed_0144.off
bed_0145,bed,train,bed/train/bed_0145.off
bed_0146,bed,train,bed/train/bed_0146.off
bed_0147,bed,train,bed/train/bed_0147.off
bed_0148,bed,train,bed/train/bed_0148.off
bed_0149,bed,train,bed/train/bed_0149.off
bed_0150,bed,train,bed/train/bed_0150.off
bed_0151,bed,train,bed/train/bed_0151.off
bed_0152,bed,train,bed/train/bed_0152.off
bed_0153,bed,train,bed/train/bed_0153.off
bed_0154,bed,train,bed/train/bed_0154.off
bed_0155,bed,train,bed/train/bed_0155.off
bed_0156,bed,train,bed/train/bed_0156.off
bed_0157,bed,train,bed/train/bed_0157.off
bed_0158,bed,train,bed/train/bed_0158.off
bed_0159,bed,train,bed/train/bed_0159.off
bed_0160,bed,train,bed/train/bed_0160.off
bed_0161,bed,train,bed/train/bed_0161.off
bed_0162,bed,train,bed/train/bed_0162.off
bed_0163,bed,train,bed/train/bed_0163.off
bed_0164,bed,train,bed/train/bed_0164.off
bed_0165,bed,train,bed/train/bed_0165.off
bed_0166,bed,train,bed/train/bed_0166.off
bed_0167,bed,train,bed/train/bed_0167.off
bed_0168,bed,train,bed/train/bed_0168.off
bed_0169,bed,train,bed/train/bed_0169.off
bed_0170,bed,train,bed/train/bed_0170.off
bed_0171,bed,train,bed/train/bed_0171.off
bed_0172,bed,train,bed/train/bed_0172.off
bed_0173,bed,train,bed/train/bed_0173.off
bed_0174,bed,train,bed/train/bed_0174.off
bed_0175,bed,train,bed/train/bed_0175.off
bed_0176,bed,train,bed/train/bed_0176.off
bed_0177,bed,train,bed/train/bed_0177.off
bed_0178,bed,train,bed/train/bed_0178.off
bed_0179,bed,train,bed/train/bed_0179.off
bed_0180,bed,train,bed/train/bed_0180.off
bed_0181,bed,train,bed/train/bed_0181.off
bed_0182,bed,train,bed/train/bed_0182.off
bed_0183,bed,train,bed/train/bed_0183.off
bed_0184,bed,train,bed/train/bed_0184.off
bed_0185,bed,train,bed/train/bed_0185.off
bed_0186,bed,train,bed/train/bed_0186.off
bed_0187,bed,train,bed/train/bed_0187.off
bed_0188,bed,train,bed/train/bed_0188.off
bed_0189,bed,train,bed/train/bed_0189.off
bed_0190,bed,train,bed/train/bed_0190.off
bed_0191,bed,train,bed/train/bed_0191.off
bed_0192,bed,train,bed/train/bed_0192.off
bed_0193,bed,train,bed/train/bed_0193.off
bed_0194,bed,train,bed/train/bed_0194.off
bed_0195,bed,train,bed/train/bed_0195.off
bed_0196,bed,train,bed/train/bed_0196.off
bed_0197,bed,train,bed/train/bed_0197.off
bed_0198,bed,train,bed/train/bed_0198.off
bed_0199,bed,train,bed/train/bed_0199.off
bed_0200,bed,train,bed/train/bed_0200.off
bed_0201,bed,train,bed/train/bed_0201.off
bed_0202,bed,train,bed/train/bed_0202.off
bed_0203,bed,train,bed/train/bed_0203.off
bed_0204,bed,train,bed/train/bed_0204.off
bed_0205,bed,train,bed/train/bed_0205.off
bed_0206,bed,train,bed/train/bed_0206.off
bed_0207,bed,train,bed/train/bed_0207.off
bed_0208,bed,train,bed/train/bed_0208.off
bed_0209,bed,train,bed/train/bed_0209.off
bed_0210,bed,train,bed/train/bed_0210.off
bed_0211,bed,train,bed/train/bed_0211.off
bed_0212,bed,train,bed/train/bed_0212.off
bed_0213,bed,train,bed/train/bed_0213.off
bed_0214,bed,train,bed/train/bed_0214.off
bed_0215,bed,train,bed/train/bed_0215.off
bed_0216,bed,train,bed/train/bed_0216.off
bed_0217,bed,train,bed/train/bed_0217.off
bed_0218,bed,train,bed/train/bed_0218.off
bed_0219,bed,train,bed/train/bed_0219.off
bed_0220,bed,train,bed/train/bed_0220.off
bed_0221,bed,train,bed/train/bed_0221.off
bed_0222,bed,train,bed/train/bed_0222.off
bed_0223,bed,train,bed/train/bed_0223.off
bed_0224,bed,train,bed/train/bed_0224.off
bed_0225,bed,train,bed/train/bed_0225.off
bed_0226,bed,train,bed/train/bed_0226.off
bed_0227,bed,train,bed/train/bed_0227.off
bed_0228,bed,train,bed/train/bed_0228.off
bed_0229,bed,train,bed/train/bed_0229.off
bed_0230,bed,train,bed/train/bed_0230.off
bed_0231,bed,train,bed/train/bed_0231.off
bed_0232,bed,train,bed/train/bed_0232.off
bed_0233,bed,train,bed/train/bed_0233.off
bed_0234,bed,train,bed/train/bed_0234.off
bed_0235,bed,train,bed/train/bed_0235.off
bed_0236,bed,train,bed/train/bed_0236.off
bed_0237,bed,train,bed/train/bed_0237.off
bed_0238,bed,train,bed/train/bed_0238.off
bed_0239,bed,train,bed/train/bed_0239.off
bed_0240,bed,train,bed/train/bed_0240.off
bed_0241,bed,train,bed/train/bed_0241.off
bed_0242,bed,train,bed/train/bed_0242.off
bed_0243,bed,train,bed/train/bed_0243.off
bed_0244,bed,train,bed/train/bed_0244.off
bed_0245,bed,train,bed/train/bed_0245.off
bed_0246,bed,train,bed/train/bed_0246.off
bed_0247,bed,train,bed/train/bed_0247.off
bed_0248,bed,train,bed/train/bed_0248.off
bed_0249,bed,train,bed/train/bed_0249.off
bed_0250,bed,train,bed/train/bed_0250.off
bed_0251,bed,train,bed/train/bed_0251.off
bed_0252,bed,train,bed/train/bed_0252.off
bed_0253,bed,train,bed/train/bed_0253.off
bed_0254,bed,train,bed/train/bed_0254.off
bed_0255,bed,train,bed/train/bed_0255.off
bed_0256,bed,train,bed/train/bed_0256.off
bed_0257,bed,train,bed/train/bed_0257.off
bed_0258,bed,train,bed/train/bed_0258.off
bed_0259,bed,train,bed/train/bed_0259.off
bed_0260,bed,train,bed/train/bed_0260.off
bed_0261,bed,train,bed/train/bed_0261.off
bed_0262,bed,train,bed/train/bed_0262.off
bed_0263,bed,train,bed/train/bed_0263.off
bed_0264,bed,train,bed/train/bed_0264.off
bed_0265,bed,train,bed/train/bed_0265.off
bed_0266,bed,train,bed/train/bed_0266.off
bed_0267,bed,train,bed/train/bed_0267.off
bed_0268,bed,train,bed/train/bed_0268.off
bed_0269,bed,train,bed/train/bed_0269.off
bed_0270,bed,train,bed/train/bed_0270.off
bed_0271,bed,train,bed/train/bed_0271.off
bed_0272,bed,train,bed/train/bed_0272.off
bed_0273,bed,train,bed/train/bed_0273.off
bed_0274,bed,train,bed/train/bed_0274.off
